Trade_ID,Firm_ID,Amount,Status
412,104,31136.95,PASS
413,104,32397.51,PASS
414,102,48037.44,PASS
415,103,72991.16,PASS
416,105,52066.49,FAIL
417,104,69394.36,PASS
418,104,62613.71,PASS
419,101,71514.77,PASS
420,102,69750.15,PASS
421,104,62532.59,PASS
422,105,57538.82,PASS
423,101,32505.61,PASS
424,101,52909.42,PASS
425,104,50052.43,PASS
426,102,21927.31,PASS
427,103,66836.13,PASS
428,103,41036.23,PASS
429,102,46954.09,PASS
430,101,71124.57,PASS
431,105,72406.61,PASS
432,104,52430.32,FAIL
433,102,64196.43,PASS
434,104,41252.54,PASS
435,103,56646.67,PASS
436,103,43881.17,PASS
437,102,48764.31,PASS
438,105,34255.99,PASS
439,101,50801.33,FAIL
440,102,29205.64,PASS
441,103,49821.69,PASS
442,101,54756.23,PASS
443,104,49912.03,PASS
444,105,57038.76,PASS
445,105,77944.46,PASS
446,102,36149.28,PASS
447,104,43994.17,PASS
448,101,62551.77,PASS
449,105,22123.32,PASS
450,103,46441.99,PASS
451,101,70602.54,PASS
452,103,24098.74,PASS
453,103,57556.48,PASS
454,105,58368.37,PASS
455,103,52591.84,PASS
456,105,64741.85,PASS
457,105,45095.75,PASS
458,104,46058.81,FAIL
459,101,34976.46,PASS
460,103,63343.34,PASS
461,104,67116.03,PASS
462,103,63920.9,PASS
463,104,52023.44,PASS
464,104,23189.26,PASS
465,101,39376.67,PASS
466,103,64774.86,PASS
467,103,43371.27,FAIL
468,102,55347.72,PASS
469,105,45054.71,PASS
470,104,71656.88,PASS
471,104,77184.13,PASS
472,103,51200.76,FAIL
473,102,62353.47,PASS
474,104,53083.82,PASS
475,104,33844.47,PASS
476,103,53754.98,PASS
477,102,67739.4,PASS
478,104,68338.17,FAIL
479,102,69075.7,PASS
480,105,40298.88,PASS
481,104,44502.13,PASS
482,103,31872.8,PASS
483,103,65488.64,PASS
484,102,41572.02,PASS
485,101,37627.44,PASS
486,102,44019.19,PASS
487,105,39829.04,PASS
488,104,75933.13,FAIL
489,105,19853.79,PASS
490,101,50675.15,PASS
491,103,35831.24,PASS
492,102,31335.83,PASS
493,101,25690.29,PASS
494,101,70166.44,PASS
495,104,54087.54,FAIL
496,103,39048.43,PASS
497,102,70999.2,PASS
498,104,18774.34,PASS
499,104,60513.83,PASS
500,102,44629.78,PASS
501,102,36009.15,PASS
502,105,62868.3,PASS
503,104,62184.55,PASS
504,105,55848.01,PASS
505,103,76676.05,PASS
506,103,64830.79,PASS
507,103,28003.06,PASS
508,105,55874.36,PASS
509,101,52234.71,PASS
510,101,28737.54,PASS
511,101,52843.71,PASS
512,105,59995.19,PASS
513,102,40809.74,PASS
514,102,60388.92,PASS
515,102,26510.02,PASS
516,105,71816.18,PASS
517,103,57819.28,FAIL
518,105,45948.83,PASS
519,103,30454.95,PASS
520,104,51031.41,PASS
521,104,22800.84,PASS
522,103,69626.03,PASS
523,101,68731.28,PASS
524,105,55785.34,PASS
525,102,58528.05,FAIL
526,101,39456.96,PASS
527,102,40541.73,PASS
528,105,49464.16,PASS
529,103,29921.23,PASS
530,105,52838.83,PASS
531,105,66361.76,PASS
532,102,42648.64,PASS
533,104,27943.27,PASS
534,105,55207.12,PASS
535,101,32898.06,PASS
536,101,60743.16,FAIL
537,104,68523.54,PASS
538,105,42376.62,PASS
539,102,46389.51,PASS
540,105,82822.77,PASS
541,104,57853.86,PASS
542,103,37264.33,PASS
543,103,26717.17,PASS
544,102,22881.3,FAIL
545,102,35365.08,PASS
546,103,61510.77,PASS
547,102,44688.56,PASS
548,105,35609.86,PASS
549,105,50178.14,PASS
550,104,25965.45,PASS
551,102,49278.65,PASS
552,101,48734.6,PASS
553,103,31822.08,PASS
554,103,37497.25,FAIL
555,103,50159.77,FAIL
556,105,34144.84,PASS
557,103,45903.08,PASS
558,105,45413.25,PASS
559,102,44986.09,PASS
560,102,80717.04,PASS
561,101,48696.93,PASS
562,103,44698.24,PASS
563,104,50377.32,FAIL
564,103,26315.71,PASS
565,103,22045.93,PASS
566,102,21544.34,PASS
567,103,50241.09,PASS
568,101,74301.05,PASS
569,104,71299.91,PASS
570,102,44967.76,PASS
571,104,53442.86,PASS
572,102,42440.72,FAIL
573,104,37519.75,PASS
574,101,42310.5,PASS
575,105,17434.21,PASS
576,105,51482.34,PASS
577,103,35072.4,PASS
578,104,42839.75,PASS
579,105,37367.5,PASS
580,102,34754.58,PASS
581,101,37533.28,PASS
582,103,33018.77,PASS
583,101,57519.76,PASS
584,104,62265.63,PASS
585,102,44918.19,PASS
586,105,40847.03,FAIL
587,102,63434.32,PASS
588,103,49529.64,PASS
589,103,43184.7,PASS
590,102,22942.98,PASS
591,105,55067.86,PASS
592,103,63455.91,PASS
593,104,31727.94,PASS
594,105,48287.27,PASS
595,101,47506.5,PASS
596,102,27020.97,PASS
597,102,73451.81,PASS
598,102,58056.58,FAIL
599,103,51521.73,PASS
600,104,49282.32,PASS
601,104,53439.82,PASS
602,105,55751.09,PASS
603,105,32782.37,PASS
604,103,22242.01,PASS
605,102,48563.25,PASS
606,103,75116.08,PASS
607,105,23830.96,PASS
608,103,55494.84,PASS
609,103,77518.78,PASS
610,103,49907.89,PASS
611,101,48372.12,PASS
612,101,53943.39,PASS
613,105,63037.76,PASS
614,103,49843.41,PASS
615,102,39083.15,PASS
616,103,38945.37,PASS
617,104,38028.14,PASS
618,103,54680.71,PASS
619,101,42251.07,PASS
620,104,52997.83,PASS
621,102,51387.46,PASS
622,103,47801.29,PASS
623,104,35332.47,PASS
624,105,36913.23,PASS
625,102,62235.04,PASS
626,105,59944.05,PASS
627,103,64711.79,PASS
628,101,40339.79,PASS
629,104,34680.09,PASS
630,103,69461.11,PASS
631,102,83721.92,PASS
632,104,68403.16,PASS
633,102,49073.42,PASS
634,104,37136.13,PASS
635,105,40676.29,PASS
636,101,52160.9,PASS
637,105,31532.74,PASS
638,104,39982.71,FAIL
639,101,48816.83,PASS
640,104,41976.25,PASS
641,105,48426.4,PASS
642,103,41098.06,PASS
643,101,32147.62,PASS
644,102,84091.72,PASS
645,102,21413.81,PASS
646,103,48441.21,PASS
647,102,28325.56,FAIL
648,102,34307.72,PASS
649,105,86423.68,PASS
650,103,37741.69,PASS
651,105,40582.69,PASS
652,101,51434.85,PASS
653,103,56105.98,PASS
654,101,38863.08,PASS
655,101,58385.98,PASS
656,103,52083.17,PASS
657,104,32677.07,PASS
658,104,43077.58,PASS
659,104,61031.18,PASS
660,104,42275.53,PASS
661,104,14508.93,PASS
662,104,23860.39,PASS
663,102,46505.29,PASS
664,104,32781.71,PASS
665,103,55717.34,PASS
666,102,65034.72,PASS
667,104,30363.62,PASS
668,105,69199.6,PASS
669,105,70796.13,PASS
670,101,54523.07,FAIL
671,104,48419.06,FAIL
672,101,43145.69,PASS
673,103,38723.97,PASS
674,102,62574.8,PASS
675,102,37878.49,PASS
676,105,40547.46,PASS
677,105,36387.6,PASS
678,101,61253.54,PASS
679,104,91760.17,FAIL
680,101,46239.6,PASS
681,102,31801.54,PASS
682,102,43841.66,PASS
683,105,45301.24,PASS
684,104,57773.01,PASS
685,104,28756.52,PASS
686,102,53080.59,PASS
687,104,38162.86,PASS
688,102,55896.07,PASS
689,105,46387.94,PASS
690,105,40523.86,PASS
691,103,70246.89,PASS
692,102,13666.13,PASS
693,102,47280.53,PASS
694,104,49679.16,PASS
695,102,50837.2,PASS
696,101,52019.81,PASS
697,105,46850.0,PASS
698,104,48141.62,PASS
699,102,56977.41,PASS
700,105,52824.51,PASS
701,105,63516.04,PASS
702,104,44689.11,FAIL
703,103,41339.72,PASS
704,101,50201.7,PASS
705,104,63131.29,PASS
706,103,50089.68,PASS
707,102,32373.4,PASS
708,101,50140.19,PASS
709,104,41803.02,PASS
710,105,66711.83,PASS
711,102,56203.65,PASS
712,105,48776.27,PASS
713,104,51870.98,PASS
714,103,31806.78,PASS
715,105,61003.87,PASS
716,105,42711.22,PASS
717,101,66978.86,PASS
718,102,63765.39,PASS
719,102,67661.82,FAIL
720,101,48174.97,FAIL
721,104,70606.06,FAIL
722,104,21562.08,PASS
723,102,60128.23,PASS
724,102,59623.52,PASS
725,104,41887.4,PASS
726,105,35620.41,PASS
727,101,68807.71,PASS
728,104,41904.64,PASS
729,102,62378.16,PASS
730,101,34586.89,PASS
731,101,68440.96,PASS
732,105,49841.28,PASS
733,103,23475.12,PASS
734,102,50646.71,PASS
735,102,36407.78,PASS
736,105,56228.37,PASS
737,103,47020.19,PASS
738,104,34015.65,PASS
739,104,44726.98,PASS
740,104,50636.9,PASS
741,104,45765.15,PASS
742,103,37784.52,PASS
743,104,41121.41,PASS
744,102,31554.83,PASS
745,105,58137.14,PASS
746,101,40065.17,PASS
747,102,39212.81,PASS
748,105,66424.61,PASS
749,101,22972.79,PASS
750,103,62664.04,PASS
751,102,53052.01,PASS
752,104,44247.07,PASS
753,101,56361.95,PASS
754,101,50566.99,PASS
755,101,67832.01,PASS
756,105,51368.38,PASS
757,102,54424.4,PASS
758,105,51770.21,PASS
759,105,62444.49,PASS
760,102,65203.93,PASS
761,102,78667.65,PASS
762,104,48301.05,PASS
763,103,41226.59,PASS
764,103,35343.56,PASS
765,103,50749.57,PASS
766,102,67500.41,PASS
767,105,40905.68,PASS
768,105,30618.67,PASS
769,102,49603.54,PASS
770,102,29045.06,PASS
771,102,40608.25,PASS
772,101,61465.59,PASS
773,102,35660.16,PASS
774,103,60680.55,FAIL
775,105,57506.22,PASS
776,101,88488.23,PASS
777,105,46486.35,PASS
778,105,38833.11,PASS
779,102,53976.61,PASS
780,101,57913.37,PASS
781,103,52199.64,PASS
782,103,55679.86,FAIL
783,102,59033.73,PASS
784,104,55321.26,PASS
785,102,34620.64,PASS
786,104,42373.05,PASS
787,105,64110.24,PASS
788,103,62389.55,PASS
789,102,11332.62,FAIL
790,101,54638.16,PASS
791,105,29228.62,PASS
792,104,39191.0,PASS
793,104,61030.44,PASS
794,101,53503.48,PASS
795,105,56858.54,PASS
796,103,40384.11,PASS
797,103,45349.82,PASS
798,101,53847.74,PASS
799,104,60036.11,PASS
800,104,42675.58,PASS
801,103,80642.65,PASS
802,103,75885.12,PASS
803,102,45166.31,PASS
804,104,58053.7,PASS
805,102,73696.01,FAIL
806,102,66471.23,PASS
807,102,30136.27,PASS
808,105,49057.13,PASS
809,105,52349.41,FAIL
810,105,52231.61,PASS
811,101,48717.13,PASS
812,102,35315.89,PASS
813,103,9461.87,PASS
814,103,57664.88,PASS
815,104,38731.74,PASS
816,101,42937.05,PASS
817,104,52175.17,PASS
818,101,50233.52,PASS
819,103,75720.23,PASS
820,105,42138.02,PASS
821,103,44247.21,PASS
822,101,50945.33,PASS
823,103,37991.13,PASS
824,101,45090.14,PASS
825,105,54271.22,PASS
826,103,64867.71,PASS
827,102,67260.75,PASS
828,103,32576.45,FAIL
829,105,32006.0,PASS
830,104,36121.85,PASS
831,102,50091.8,FAIL
832,101,37654.45,PASS
833,104,30056.7,PASS
834,103,46819.2,FAIL
835,104,38999.94,PASS
836,103,55116.86,PASS
837,102,58061.3,PASS
838,104,51931.1,PASS
839,102,44325.79,PASS
840,105,22164.86,PASS
841,102,50053.67,PASS
842,101,60634.65,PASS
843,105,54867.33,PASS
844,103,49460.62,FAIL
845,102,40901.71,PASS
846,104,40282.15,PASS
847,102,49309.06,PASS
848,104,31963.4,PASS
849,103,65157.91,PASS
850,102,78826.78,PASS
851,105,49741.99,PASS
852,102,40845.62,FAIL
853,102,59130.41,PASS
854,103,62297.05,PASS
855,105,23203.06,PASS
856,101,40326.67,FAIL
857,102,16955.3,FAIL
858,105,40244.68,PASS
859,104,60466.63,PASS
860,102,60161.21,FAIL
861,105,54610.91,PASS
862,104,31898.18,PASS
863,104,42446.08,PASS
864,101,77340.4,PASS
865,103,51972.58,PASS
866,104,63520.59,PASS
867,101,45084.04,PASS
868,104,37501.37,PASS
869,105,28534.65,PASS
870,104,70530.48,PASS
871,105,62200.82,PASS
872,102,54036.04,PASS
873,104,42763.04,PASS
874,102,36314.86,PASS
875,104,44485.74,PASS
876,101,54531.1,PASS
877,103,41315.34,PASS
878,104,41340.14,PASS
879,103,27681.67,FAIL
880,104,60588.82,PASS
881,103,40104.7,PASS
882,104,27309.13,PASS
883,101,58512.29,PASS
884,104,40369.64,PASS
885,101,45290.18,PASS
886,102,45498.73,PASS
887,101,46653.11,PASS
888,103,57352.7,PASS
889,102,37519.37,PASS
890,104,36654.55,PASS
891,102,45127.97,PASS
892,105,84320.85,PASS
893,101,29246.98,PASS
894,104,44316.52,PASS
895,105,58973.52,PASS
896,103,31564.2,PASS
897,103,69960.66,FAIL
898,102,43892.29,PASS
899,102,21005.71,PASS
900,104,39406.4,PASS
901,104,53547.93,PASS
902,102,36300.32,PASS
903,102,50759.49,PASS
904,105,77918.29,PASS
905,101,42596.36,PASS
906,101,69764.17,PASS
907,103,941.52,PASS
908,105,24979.36,PASS
909,103,26176.77,FAIL
910,101,64571.07,PASS
911,104,58136.8,PASS
912,105,28785.52,PASS
913,102,51435.33,PASS
914,104,21897.04,FAIL
915,101,62369.53,PASS
916,105,72026.81,PASS
917,102,49068.27,PASS
918,104,92065.1,PASS
919,105,51451.48,PASS
920,103,31292.21,PASS
921,104,53645.94,PASS
922,105,71855.02,PASS
923,104,46375.61,FAIL
924,105,52244.08,PASS
925,105,39429.24,PASS
926,103,58177.61,PASS
927,101,55819.19,PASS
928,105,52905.84,FAIL
929,103,28705.31,PASS
930,104,56889.74,PASS
931,102,58305.67,PASS
932,104,35516.5,PASS
933,105,33297.38,PASS
934,104,41170.53,PASS
935,103,55026.23,PASS
936,104,82286.46,PASS
937,105,65298.24,PASS
938,105,60588.17,PASS
939,104,92475.9,PASS
940,102,48099.06,PASS
941,103,50903.08,PASS
942,105,79819.75,PASS
943,104,64406.53,PASS
944,102,65434.38,PASS
945,101,59432.8,PASS
946,101,55781.17,PASS
947,104,58758.65,PASS
948,102,40303.88,PASS
949,105,44247.43,PASS
950,101,30474.43,PASS
951,101,33276.91,PASS
952,103,45933.6,PASS
953,103,64814.99,PASS
954,105,50166.33,PASS
955,101,49027.52,PASS
956,101,9555.0,PASS
957,101,50287.37,PASS
958,104,59249.57,PASS
959,101,51610.06,PASS
960,101,75196.37,PASS
961,103,66249.67,PASS
962,102,50170.05,PASS
963,103,33804.57,PASS
964,105,30337.89,FAIL
965,104,34735.92,PASS
966,104,52161.65,PASS
967,103,43133.25,PASS
968,103,43319.36,PASS
969,105,28434.49,PASS
970,104,52489.01,PASS
971,104,26799.6,FAIL
972,102,63291.52,PASS
973,104,43391.86,PASS
974,105,50572.45,PASS
975,101,70176.54,PASS
976,103,67841.92,PASS
977,101,57493.88,PASS
978,103,50533.35,PASS
979,104,54648.52,PASS
980,105,71145.71,PASS
981,105,42300.79,PASS
982,102,31592.52,PASS
983,104,58429.52,PASS
984,102,27894.85,FAIL
985,101,28496.84,PASS
986,103,52552.3,PASS
987,104,55614.29,FAIL
988,102,70177.56,PASS
989,101,56190.43,PASS
990,104,30587.62,PASS
991,104,53649.05,PASS
992,104,46569.35,PASS
993,102,71730.72,PASS
994,104,45674.43,PASS
995,104,8894.0,PASS
996,105,38953.99,PASS
997,105,54249.22,PASS
998,102,48171.55,FAIL
999,102,12331.58,PASS
1000,103,41733.51,PASS
1001,103,43465.06,PASS
1002,101,45428.06,PASS
1003,102,29845.43,FAIL
1004,102,68036.33,PASS
1005,101,29550.39,PASS
1006,105,30022.45,PASS
1007,105,54666.51,PASS
1008,101,50320.71,FAIL
1009,104,14752.03,PASS
1010,101,57118.79,PASS
1011,104,57489.36,PASS
1012,102,58648.1,FAIL
1013,105,58939.74,PASS
1014,103,64559.14,PASS
1015,101,44989.4,PASS
1016,102,65896.95,PASS
1017,105,58599.14,FAIL
1018,105,36494.28,PASS
1019,103,55037.53,PASS
1020,105,35954.84,PASS
1021,102,49219.82,PASS
1022,104,32086.83,PASS
1023,103,52239.37,PASS
1024,104,41161.41,PASS
1025,101,65579.83,PASS
1026,105,59460.94,FAIL
1027,101,49587.99,PASS
1028,105,71802.16,PASS
1029,101,50582.03,PASS
1030,101,34468.18,FAIL
1031,105,63320.3,PASS
1032,101,45397.06,PASS
1033,102,73876.05,PASS
1034,105,52647.4,PASS
1035,101,44157.34,PASS
1036,103,77690.54,FAIL
1037,104,41309.56,PASS
1038,102,45422.61,PASS
1039,105,38185.05,PASS
1040,104,44410.67,PASS
1041,101,63393.37,PASS
1042,103,63737.47,PASS
1043,101,45873.57,PASS
1044,105,63522.38,PASS
1045,105,44365.83,PASS
1046,104,56982.77,PASS
1047,103,30588.48,PASS
1048,105,55726.96,PASS
1049,103,50397.57,PASS
1050,105,86735.41,PASS
1051,103,39714.6,FAIL
1052,103,55747.98,PASS
1053,103,21281.13,PASS
1054,105,66645.13,PASS
1055,101,42025.09,PASS
1056,101,50077.38,PASS
1057,101,55016.51,PASS
1058,102,17948.15,PASS
1059,104,84305.34,PASS
1060,104,36918.86,PASS
1061,104,51653.02,PASS
